date,location,PM10,PM2_5,Ozon,CO,NO2,NO,Air temperature 2 m above ground daily mean,Air temperature 2 m above ground daily maximum,Air temperature 2 m above ground daily minimum,Air temperature at 5 cm above grass daily mean,Air temperature at 5 cm above grass daily maximum,Air temperature at 5 cm above grass daily minimum,Relative air humidity 2 m above ground daily mean,Vapour pressure 2 m above ground daily mean,Atmospheric pressure at barometric altitude (QFE) daily mean,Pressure reduced to sea level (QFF) daily mean,Geopotential height of the 850 hPA level daily mean,Geopotential height of the 700 hPA level daily mean,Pressure reduced to sea level according to standard atmosphere (QNH) daily mean,Wind speed scalar daily mean in m/s,Gust peak (one second) daily maximum in m/s,Wind speed scalar daily mean in km/h,Gust peak (one second) daily maximum in km/h,Gust peak (three seconds) daily maximum in m/s,Gust peak (three seconds) daily maximum in km/h,Foehn index daily value,Precipitation daily total 6 UTC - 6 UTC following day,Precipitation daily total 0 UTC - 0 UTC,Snow depth (automatic measurement) morning measurement at 6 UTC,Global radiation daily mean,Longwave incoming radiation daily mean,Sunshine duration daily total,Sunshine duration in relation to absolute daily total,Reference evaporation from FAO daily total,Cooling Degree Day (CDD),Wind direction daily mean,Heating degrees (HGT12/20),Heating degrees (ATD12/12),"Hydrologic registration (hydrologic balance, R-ETS) daily total",Ozon_missing,CO_missing,NO_missing,year_s,month_s,day_s,weekday_s,hour_s,features_extended,cluster,PM10_3hr_avg
2020-01-07,Zürich,14.42,18.19,0.0,31.55,48.55,0.0,3.0,5.5,-0.8,2.1,6.8,-2.9,83.9,6.4,963.7,1031.8,,,1029.7,1.1,6.8,4.0,24.5,6.6,23.8,0.0,0.0,0.0,,32,291,76,16,0.3,0.0,243,17.0,9.0,-0.1,1,0,1,2020,1,7,3,0,"[14.420000076293945,18.190000534057617,0.0,31.549999237060547,48.54999923706055,0.0,1.0,0.0,1.0,2020.0,1.0,7.0,3.0,0.0]",1,15.933333079020182
2020-01-07,St. Gallen,10.47,8.2,36.56,0.0,46.65,23.44,3.5,7.4,0.4,1.3,4.2,-4.0,73.6,5.7,937.8,,1567.3,,1028.9,1.9,10.2,6.8,36.7,9.7,34.9,0.0,0.0,0.0,0.0,16,,0,0,0.8,0.0,225,16.5,8.5,-0.1,0,1,0,2020,1,7,3,0,"[10.470000267028809,8.199999809265137,36.560001373291016,0.0,46.650001525878906,23.440000534057617,0.0,1.0,0.0,2020.0,1.0,7.0,3.0,0.0]",3,13.013333320617676
2020-01-08,Zürich,16.96,22.15,0.0,30.09,66.7,0.0,3.1,7.5,-1.1,2.3,10.4,-3.3,81.6,6.1,963.8,1031.9,,,1029.8,0.6,3.6,2.2,13.0,3.5,12.6,0.0,0.0,0.0,,60,284,268,58,0.2,0.0,214,16.9,8.9,-0.2,1,0,1,2020,1,8,4,0,"[16.959999084472656,22.149999618530273,0.0,30.09000015258789,66.69999694824219,0.0,1.0,0.0,1.0,2020.0,1.0,8.0,4.0,0.0]",1,13.949999809265137
2020-01-08,St. Gallen,17.48,10.19,38.3,0.0,64.53,59.71,4.4,8.9,0.3,0.5,9.4,-5.3,47.7,3.8,937.8,,1570.5,,1028.9,1.0,5.7,3.6,20.5,5.6,20.2,0.0,0.0,0.0,0.0,49,,110,29,0.6,0.0,162,15.6,7.6,-0.2,0,1,0,2020,1,8,4,0,"[17.479999542236328,10.1899995803833,38.29999923706055,0.0,64.52999877929688,59.709999084472656,0.0,1.0,0.0,2020.0,1.0,8.0,4.0,0.0]",3,14.969999631245932
2020-01-09,Zürich,10.26,16.46,0.0,35.4,46.25,0.0,6.2,10.6,1.8,4.4,12.4,-0.3,52.9,4.8,956.8,1023.6,,,1022.5,1.5,14.4,5.4,51.8,13.9,50.0,0.0,0.0,0.0,,70,274,438,94,0.6,0.0,211,13.8,5.8,-0.5,1,0,1,2020,1,9,5,0,"[10.260000228881836,16.459999084472656,0.0,35.400001525878906,46.25,0.0,1.0,0.0,1.0,2020.0,1.0,9.0,5.0,0.0]",1,14.899999618530273
2020-01-09,St. Gallen,16.27,7.68,45.23,0.0,72.28,56.35,7.0,11.4,3.5,2.6,12.5,-1.4,39.5,3.9,931.4,,1522.4,,1022.0,1.4,7.7,5.0,27.7,7.4,26.6,0.0,0.0,0.0,0.0,69,,320,85,0.7,0.0,174,13.0,5.0,-0.5,0,1,0,2020,1,9,5,0,"[16.270000457763672,7.679999828338623,45.22999954223633,0.0,72.27999877929688,56.349998474121094,0.0,1.0,0.0,2020.0,1.0,9.0,5.0,0.0]",3,14.670000076293945
2020-01-10,Zürich,4.99,7.11,0.0,40.12,9.08,0.0,7.6,10.3,5.0,7.0,12.4,3.1,65.2,6.8,958.2,1024.7,,,1023.9,4.2,15.3,15.1,55.1,14.9,53.6,0.0,0.0,0.0,,57,303,240,51,1.2,0.0,242,12.4,4.4,-0.2,1,0,1,2020,1,10,6,0,"[4.989999771118164,7.110000133514404,0.0,40.119998931884766,9.079999923706055,0.0,1.0,0.0,1.0,2020.0,1.0,10.0,6.0,0.0]",2,10.506666819254557
2020-01-10,St. Gallen,9.33,5.29,42.63,0.0,36.07,20.06,6.0,8.1,3.9,3.9,9.4,0.7,62.3,5.8,932.6,,1530.0,,1023.2,3.1,12.8,11.2,46.1,12.3,44.3,0.0,2.9,1.5,0.0,42,,95,25,1.1,0.0,220,14.0,6.0,1.4,0,1,0,2020,1,10,6,0,"[9.329999923706055,5.289999961853027,42.630001068115234,0.0,36.06999969482422,20.059999465942383,0.0,1.0,0.0,2020.0,1.0,10.0,6.0,0.0]",3,10.196666717529297
2020-01-11,Zürich,9.08,12.15,0.0,35.56,28.76,0.0,3.9,6.7,0.1,3.2,10.0,-1.9,86.1,6.9,965.2,1033.2,,,1031.3,1.4,5.5,5.0,19.8,5.2,18.7,0.0,0.0,0.0,,46,283,82,17,0.3,0.0,38,16.1,8.1,-0.1,1,0,1,2020,1,11,7,0,"[9.079999923706055,12.149999618530273,0.0,35.560001373291016,28.760000228881836,0.0,1.0,0.0,1.0,2020.0,1.0,11.0,7.0,0.0]",1,7.799999872843425
2020-01-11,St. Gallen,9.07,7.84,32.03,0.0,27.96,11.18,2.5,3.9,-0.3,1.8,4.0,-1.9,93.5,6.9,939.5,,1579.3,,1030.7,1.2,4.2,4.3,15.1,4.1,14.8,0.0,0.0,1.4,0.0,19,,0,0,0.3,0.0,104,17.5,9.5,1.4,0,1,0,2020,1,11,7,0,"[9.069999694824219,7.840000152587891,32.029998779296875,0.0,27.959999084472656,11.180000305175781,0.0,1.0,0.0,2020.0,1.0,11.0,7.0,0.0]",0,9.15999984741211
2020-01-12,Zürich,18.29,21.64,0.0,26.52,30.34,0.0,1.7,5.8,-0.7,1.1,9.0,-2.3,87.8,6.0,962.1,1030.5,,,1028.1,1.0,4.8,3.6,17.3,4.7,16.9,0.0,0.0,0.0,,74,262,325,69,0.2,0.0,225,18.3,10.3,-0.1,1,0,1,2020,1,12,1,0,"[18.290000915527344,21.639999389648438,0.0,26.520000457763672,30.34000015258789,0.0,1.0,0.0,1.0,2020.0,1.0,12.0,1.0,0.0]",1,12.146666844685873
2020-01-12,St. Gallen,13.86,11.73,28.89,0.0,38.15,16.93,2.1,6.5,-1.6,-1.1,5.9,-5.2,74.1,5.2,936.1,,1549.0,,1027.0,1.2,5.6,4.3,20.2,5.4,19.4,0.0,0.0,0.0,0.0,79,,379,98,0.3,0.0,198,17.9,9.9,-0.2,0,1,0,2020,1,12,1,0,"[13.859999656677246,11.729999542236328,28.889999389648438,0.0,38.150001525878906,16.93000030517578,0.0,1.0,0.0,2020.0,1.0,12.0,1.0,0.0]",3,13.740000089009603
2020-01-13,Zürich,17.77,24.23,0.0,32.79,82.44,0.0,1.4,4.9,-0.9,0.4,8.4,-2.8,81.5,5.5,956.6,1024.6,,,1022.2,0.5,3.1,1.8,11.2,3.0,10.8,0.0,0.0,0.0,,55,261,139,30,0.2,0.0,225,18.6,10.6,-0.1,1,0,1,2020,1,13,2,0,"[17.770000457763672,24.229999542236328,0.0,32.790000915527344,82.44000244140625,0.0,1.0,0.0,1.0,2020.0,1.0,13.0,2.0,0.0]",1,16.640000343322754
2020-01-13,St. Gallen,13.61,8.44,39.78,0.0,63.12,49.44,3.4,7.0,1.5,-0.8,6.0,-4.2,60.1,4.7,930.9,,1508.2,,1021.4,0.7,6.4,2.5,23.0,6.3,22.7,0.0,0.0,0.0,0.0,56,,136,35,0.3,0.0,180,16.6,8.6,-0.2,0,1,0,2020,1,13,2,0,"[13.609999656677246,8.4399995803833,39.779998779296875,0.0,63.119998931884766,49.439998626708984,0.0,1.0,0.0,2020.0,1.0,13.0,2.0,0.0]",3,15.079999923706055
2020-01-14,Zürich,10.57,15.7,0.0,36.08,40.19,0.0,4.3,9.4,-0.5,2.5,12.3,-2.9,62.9,5.1,953.4,1020.5,,,1018.9,1.8,8.8,6.5,31.7,8.5,30.6,0.0,0.0,0.0,,79,260,431,91,0.6,0.0,208,15.7,7.7,-0.4,1,0,1,2020,1,14,3,0,"[10.569999694824219,15.699999809265137,0.0,36.08000183105469,40.189998626708984,0.0,1.0,0.0,1.0,2020.0,1.0,14.0,3.0,0.0]",1,13.983333269755045
2020-01-14,St. Gallen,11.27,6.77,43.1,0.0,63.99,46.94,5.0,8.5,1.4,0.9,11.1,-4.2,49.8,4.2,928.0,,1487.6,,1018.3,1.3,8.4,4.7,30.2,8.0,28.8,0.0,0.0,0.0,0.0,77,,338,85,0.5,0.0,173,15.0,7.0,-0.4,0,1,0,2020,1,14,3,0,"[11.270000457763672,6.769999980926514,43.099998474121094,0.0,63.9900016784668,46.939998626708984,0.0,1.0,0.0,2020.0,1.0,14.0,3.0,0.0]",3,11.816666603088379
2020-01-15,Zürich,7.87,12.64,0.0,39.47,31.24,0.0,7.0,11.6,1.7,5.3,14.4,-1.1,56.9,5.6,956.6,1023.1,,,1022.2,2.5,12.7,9.0,45.7,11.6,41.8,0.0,0.0,0.0,,81,270,433,91,1.0,0.0,208,13.0,5.0,-0.4,1,0,1,2020,1,15,4,0,"[7.869999885559082,12.640000343322754,0.0,39.470001220703125,31.239999771118164,0.0,1.0,0.0,1.0,2020.0,1.0,15.0,4.0,0.0]",1,9.90333334604899
2020-01-15,St. Gallen,10.66,6.5,45.78,0.0,55.66,43.03,6.7,9.3,4.0,2.7,11.3,-2.3,44.9,4.4,931.2,,1520.5,,1021.8,1.9,9.1,6.8,32.8,8.9,32.0,0.0,0.0,0.0,0.0,79,,393,98,0.9,0.0,193,13.3,5.3,-0.5,0,1,0,2020,1,15,4,0,"[10.65999984741211,6.5,45.779998779296875,0.0,55.65999984741211,43.029998779296875,0.0,1.0,0.0,2020.0,1.0,15.0,4.0,0.0]",3,9.933333396911621
2020-01-16,Zürich,10.12,16.43,0.0,38.43,55.71,0.0,6.2,10.7,2.1,4.8,13.5,-0.8,66.3,6.2,961.2,1028.3,,,1027.1,1.0,5.6,3.6,20.2,5.5,19.8,0.0,0.0,0.0,,80,275,478,100,0.4,0.0,180,13.8,5.8,-0.3,1,0,1,2020,1,16,5,0,"[10.119999885559082,16.43000030517578,0.0,38.43000030517578,55.709999084472656,0.0,1.0,0.0,1.0,2020.0,1.0,16.0,5.0,0.0]",1,9.549999872843424
2020-01-16,St. Gallen,11.92,7.3,44.49,0.0,61.6,36.4,6.6,9.6,2.3,3.2,11.6,-1.8,57.5,5.5,935.8,,1559.3,,1026.7,1.4,6.4,5.0,23.0,6.1,22.0,0.0,0.0,0.0,0.0,73,,339,85,0.6,0.0,162,13.4,5.4,-0.4,0,1,0,2020,1,16,5,0,"[11.920000076293945,7.300000190734863,44.4900016784668,0.0,61.599998474121094,36.400001525878906,0.0,1.0,0.0,2020.0,1.0,16.0,5.0,0.0]",3,10.899999936421713
2020-01-17,Zürich,9.36,13.59,0.0,35.58,38.96,0.0,4.6,8.3,1.2,3.5,11.7,-1.3,81.4,6.9,956.9,1024.1,,,1022.6,1.9,11.8,6.8,42.5,11.1,40.0,0.0,4.0,3.9,,38,300,102,21,0.6,0.0,225,15.4,7.4,3.8,1,0,1,2020,1,17,6,0,"[9.359999656677246,13.59000015258789,0.0,35.58000183105469,38.959999084472656,0.0,1.0,0.0,1.0,2020.0,1.0,17.0,6.0,0.0]",1,10.466666539510092
2020-01-17,St. Gallen,12.09,7.18,43.72,0.0,52.13,27.43,5.4,8.6,2.2,3.1,11.2,-2.9,68.3,6.1,931.2,,1516.4,,1021.7,2.5,8.7,9.0,31.3,8.4,30.2,60.0,8.7,3.5,0.0,51,,161,40,0.8,0.0,207,14.6,6.6,3.3,0,1,0,2020,1,17,6,0,"[12.09000015258789,7.179999828338623,43.720001220703125,0.0,52.130001068115234,27.43000030517578,0.0,1.0,0.0,2020.0,1.0,17.0,6.0,0.0]",3,11.123333295186361
2020-01-18,Zürich,5.85,8.01,0.0,38.37,12.73,0.0,3.4,6.0,0.0,2.9,8.6,-1.5,78.5,6.1,961.3,1029.1,,,1027.2,1.9,10.2,6.8,36.7,9.7,34.9,0.0,0.0,0.1,,58,290,178,37,0.4,0.0,252,16.6,8.6,0.0,1,0,1,2020,1,18,7,0,"[5.849999904632568,8.010000228881836,0.0,38.369998931884766,12.729999542236328,0.0,1.0,0.0,1.0,2020.0,1.0,18.0,7.0,0.0]",2,9.099999904632568
2020-01-18,St. Gallen,6.77,5.11,37.05,0.0,21.63,6.93,1.7,4.1,-0.2,0.7,7.4,-2.7,81.8,5.7,935.3,,1541.5,,1026.2,2.3,8.3,8.3,29.9,8.1,29.2,0.0,0.1,5.3,0.0,40,,39,10,0.5,0.0,214,18.3,10.3,5.2,0,1,0,2020,1,18,7,0,"[6.769999980926514,5.110000133514404,37.04999923706055,0.0,21.6299991607666,6.929999828338623,0.0,1.0,0.0,2020.0,1.0,18.0,7.0,0.0]",0,8.236666679382324
2020-01-19,Zürich,7.79,9.73,0.0,36.34,13.8,0.0,0.5,3.6,-1.1,0.1,8.2,-3.3,80.4,5.1,967.5,1036.6,,,1033.8,2.1,8.3,7.6,29.9,8.2,29.5,0.0,0.0,0.0,,76,263,233,49,0.4,0.0,41,19.5,11.5,-0.1,1,0,1,2020,1,19,1,0,"[7.789999961853027,9.729999542236328,0.0,36.34000015258789,13.800000190734863,0.0,1.0,0.0,1.0,2020.0,1.0,19.0,1.0,0.0]",2,6.803333282470703
2020-01-19,St. Gallen,9.75,7.92,35.12,0.0,20.78,8.48,-1.0,0.3,-3.2,-1.2,1.8,-6.3,90.5,5.1,941.4,,1584.2,,1032.7,1.5,6.6,5.4,23.8,6.5,23.4,0.0,0.1,0.1,0.0,31,,29,7,0.3,0.0,20,21.0,13.0,0.1,0,1,0,2020,1,19,1,0,"[9.75,7.920000076293945,35.119998931884766,0.0,20.780000686645508,8.479999542236328,0.0,1.0,0.0,2020.0,1.0,19.0,1.0,0.0]",0,8.103333314259848
2020-01-20,Zürich,13.41,17.56,0.0,35.64,19.5,0.0,-0.4,2.7,-2.4,-1.0,5.4,-4.2,78.5,4.6,973.4,1043.1,,,1039.9,3.5,12.0,12.6,43.2,11.7,42.1,0.0,0.0,0.0,,86,232,384,80,0.6,0.0,54,20.4,12.4,-0.2,1,0,1,2020,1,20,2,0,"[13.40999984741211,17.559999465942383,0.0,35.63999938964844,19.5,0.0,1.0,0.0,1.0,2020.0,1.0,20.0,2.0,0.0]",2,10.316666603088379
2020-01-20,St. Gallen,16.3,10.56,36.47,0.0,42.18,23.36,-2.8,-0.2,-4.8,-4.8,2.5,-8.3,77.8,3.9,947.3,,1627.0,,1039.1,2.5,8.3,9.0,29.9,7.9,28.4,0.0,0.0,0.0,0.0,87,,418,100,0.4,0.0,66,22.8,14.8,-0.2,0,1,0,2020,1,20,2,0,"[16.299999237060547,10.5600004196167,36.470001220703125,0.0,42.18000030517578,23.360000610351562,0.0,1.0,0.0,2020.0,1.0,20.0,2.0,0.0]",3,13.153333028157553
2020-01-21,Zürich,20.83,27.38,0.0,33.47,53.78,0.0,-1.8,1.7,-4.0,-2.6,4.4,-6.0,83.6,4.4,971.2,1041.2,,,1037.7,1.7,6.7,6.1,24.1,6.5,23.4,0.0,0.0,0.0,,79,231,423,87,0.3,0.0,50,21.8,13.8,-0.2,1,0,1,2020,1,21,3,0,"[20.829999923706055,27.3799991607666,0.0,33.470001220703125,53.779998779296875,0.0,1.0,0.0,1.0,2020.0,1.0,21.0,3.0,0.0]",1,16.84666633605957
2020-01-21,St. Gallen,21.01,18.53,29.97,0.0,38.71,24.96,-3.7,-1.5,-5.6,-3.9,2.3,-8.7,92.5,4.3,944.9,,1605.0,,1036.5,0.9,2.8,3.2,10.1,2.7,9.7,0.0,0.0,0.0,0.0,71,,268,64,0.2,0.0,90,23.7,15.7,-0.1,0,1,0,2020,1,21,3,0,"[21.010000228881836,18.530000686645508,29.969999313354492,0.0,38.709999084472656,24.959999084472656,0.0,1.0,0.0,2020.0,1.0,21.0,3.0,0.0]",3,19.37999979654948
2020-01-22,Zürich,30.37,37.18,0.0,28.21,58.65,0.0,-2.8,-1.4,-4.2,-2.4,0.8,-5.1,94.5,4.7,966.7,1036.6,,,1032.9,1.3,5.7,4.7,20.5,5.6,20.2,0.0,0.0,0.0,,34,285,0,0,0.2,0.0,63,22.8,14.8,0.0,1,0,1,2020,1,22,4,0,"[30.3700008392334,37.18000030517578,0.0,28.209999084472656,58.650001525878906,0.0,1.0,0.0,1.0,2020.0,1.0,22.0,4.0,0.0]",1,24.070000330607098
2020-01-22,St. Gallen,25.17,23.29,27.86,0.0,47.68,36.8,-3.9,-0.4,-6.3,-3.4,3.2,-8.0,98.8,4.5,940.4,,1567.2,,1031.7,0.9,3.4,3.2,12.2,3.3,11.9,0.0,0.0,0.0,0.0,66,,205,48,0.2,0.0,76,23.9,15.9,0.0,0,1,0,2020,1,22,4,0,"[25.170000076293945,23.290000915527344,27.860000610351562,0.0,47.68000030517578,36.79999923706055,0.0,1.0,0.0,2020.0,1.0,22.0,4.0,0.0]",3,25.516667048136394
2020-01-23,St. Gallen,18.86,17.54,26.11,0.0,45.7,30.56,-4.4,-3.6,-5.9,-4.0,-2.7,-8.4,98.7,4.3,935.9,,1528.9,,1026.9,1.0,3.5,3.6,12.6,3.4,12.2,0.0,0.0,0.0,0.0,19,,0,0,0.2,0.0,40,24.4,16.4,0.0,0,1,0,2020,1,23,5,0,"[18.860000610351562,17.540000915527344,26.110000610351562,0.0,45.70000076293945,30.559999465942383,0.0,1.0,0.0,2020.0,1.0,23.0,5.0,0.0]",3,24.8000005086263
2020-01-24,St. Gallen,27.06,20.21,43.25,0.0,79.61,153.79,3.8,9.5,-5.6,0.2,11.3,-8.5,72.9,5.8,932.4,,1522.4,,1023.1,1.0,5.9,3.6,21.2,5.6,20.2,0.0,0.0,0.0,0.0,81,,393,91,0.4,0.0,196,16.2,8.2,-0.3,0,1,0,2020,1,24,6,0,"[27.059999465942383,20.209999084472656,43.25,0.0,79.61000061035156,153.7899932861328,0.0,1.0,0.0,2020.0,1.0,24.0,6.0,0.0]",3,23.696666717529297
2020-01-25,Zürich,31.88,39.21,0.0,28.62,99.52,0.0,0.1,4.1,-2.1,0.1,6.5,-3.1,94.7,5.8,955.9,1024.3,,,1021.6,0.5,3.7,1.8,13.3,3.6,13.0,0.0,0.0,0.0,,66,277,219,44,0.2,0.0,207,19.9,11.9,0.0,1,0,1,2020,1,25,7,0,"[31.8799991607666,39.209999084472656,0.0,28.6200008392334,99.5199966430664,0.0,1.0,0.0,1.0,2020.0,1.0,25.0,7.0,0.0]",1,25.933333079020183
2020-01-25,St. Gallen,22.71,16.67,33.28,0.0,56.63,43.99,3.2,5.5,1.1,0.8,9.5,-3.0,80.6,6.2,930.2,,1501.9,,1020.6,0.5,2.4,1.8,8.6,2.4,8.6,0.0,0.0,0.0,0.0,77,,278,64,0.3,0.0,135,16.8,8.8,-0.2,0,1,0,2020,1,25,7,0,"[22.709999084472656,16.670000076293945,33.279998779296875,0.0,56.630001068115234,43.9900016784668,0.0,1.0,0.0,2020.0,1.0,25.0,7.0,0.0]",3,27.216665903727215
2020-01-26,Zürich,22.41,29.85,0.0,27.3,69.71,0.0,2.3,6.2,-1.2,2.6,8.8,-0.7,88.7,6.3,954.1,1021.7,,,1019.6,0.8,5.0,2.9,18.0,4.9,17.6,0.0,0.7,0.6,,74,298,260,52,0.3,0.0,225,17.7,9.7,0.5,1,0,1,2020,1,26,1,0,"[22.40999984741211,29.850000381469727,0.0,27.299999237060547,69.70999908447266,0.0,1.0,0.0,1.0,2020.0,1.0,26.0,1.0,0.0]",1,25.66666603088379
2020-01-26,St. Gallen,22.91,13.94,31.38,0.0,47.33,24.59,4.1,7.0,1.6,2.2,10.4,-2.4,76.5,6.2,928.3,,1488.3,,1018.7,0.7,5.5,2.5,19.8,5.3,19.1,0.0,0.6,0.6,0.0,83,,342,78,0.3,0.0,194,15.9,7.9,0.4,0,1,0,2020,1,26,1,0,"[22.90999984741211,13.9399995803833,31.3799991607666,0.0,47.33000183105469,24.59000015258789,0.0,1.0,0.0,2020.0,1.0,26.0,1.0,0.0]",3,22.676666259765625
